36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
14:15:51.0 (88333)|EXECUTION_STARTED
14:15:51.0 (122183)|CODE_UNIT_STARTED|[EXTERNAL]|aura
14:15:51.0 (592383)|HEAP_ALLOCATE|[72]|Bytes:3
14:15:51.0 (659741)|HEAP_ALLOCATE|[77]|Bytes:152
14:15:51.0 (681716)|HEAP_ALLOCATE|[342]|Bytes:408
14:15:51.0 (699858)|HEAP_ALLOCATE|[355]|Bytes:408
14:15:51.0 (716554)|HEAP_ALLOCATE|[467]|Bytes:48
14:15:51.0 (748410)|HEAP_ALLOCATE|[139]|Bytes:6
14:15:51.0 (778288)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:193
14:15:51.0 (795968)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:193
14:15:51.0 (2022151)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000053CeT|CellController.forceUpdate
14:15:51.0 (2173402)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
14:15:51.0 (2180192)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
14:15:51.0 (2195407)|METHOD_ENTRY|[1]|01p360000053CeT|CellController.CellController()
14:15:51.0 (2207001)|STATEMENT_EXECUTE|[1]
14:15:51.0 (2215905)|STATEMENT_EXECUTE|[1]
14:15:51.0 (2254838)|HEAP_ALLOCATE|[50]|Bytes:5
14:15:51.0 (2282782)|HEAP_ALLOCATE|[56]|Bytes:5
14:15:51.0 (2292117)|HEAP_ALLOCATE|[64]|Bytes:7
14:15:51.0 (2318247)|SYSTEM_MODE_ENTER|false
14:15:51.0 (2338883)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:15:51.0 (2344666)|STATEMENT_EXECUTE|[2]
14:15:51.0 (2346727)|STATEMENT_EXECUTE|[69]
14:15:51.0 (2351780)|SYSTEM_MODE_EXIT|false
14:15:51.0 (2363991)|METHOD_EXIT|[1]|CellController
14:15:51.0 (2369100)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:193
14:15:51.0 (2374641)|SYSTEM_MODE_ENTER|false
