36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:52:30.0 (770693)|EXECUTION_STARTED
13:52:30.0 (826016)|CODE_UNIT_STARTED|[EXTERNAL]|aura
13:52:30.0 (1369390)|HEAP_ALLOCATE|[72]|Bytes:3
13:52:30.0 (1455610)|HEAP_ALLOCATE|[77]|Bytes:152
13:52:30.0 (1473122)|HEAP_ALLOCATE|[342]|Bytes:408
13:52:30.0 (1486895)|HEAP_ALLOCATE|[355]|Bytes:408
13:52:30.0 (1500051)|HEAP_ALLOCATE|[467]|Bytes:48
13:52:30.0 (1532671)|HEAP_ALLOCATE|[139]|Bytes:6
13:52:30.0 (1559314)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:52:30.0 (1599338)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:52:30.0 (1714148)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:51
13:52:30.0 (1725108)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:51
13:52:30.0 (2849423)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000053CeT|CellController.forceLoadData
13:52:30.0 (3003021)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
13:52:30.0 (3010182)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
13:52:30.0 (3022185)|METHOD_ENTRY|[1]|01p360000053CeT|CellController.CellController()
13:52:30.0 (3033791)|STATEMENT_EXECUTE|[1]
13:52:30.0 (3042812)|STATEMENT_EXECUTE|[1]
13:52:30.0 (3085879)|HEAP_ALLOCATE|[50]|Bytes:5
13:52:30.0 (3113763)|HEAP_ALLOCATE|[56]|Bytes:5
13:52:30.0 (3122545)|HEAP_ALLOCATE|[64]|Bytes:7
13:52:30.0 (3144666)|SYSTEM_MODE_ENTER|false
13:52:30.0 (3162807)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
13:52:30.0 (3168971)|STATEMENT_EXECUTE|[2]
13:52:30.0 (3171059)|STATEMENT_EXECUTE|[69]
13:52:30.0 (3176769)|SYSTEM_MODE_EXIT|false
13:52:30.0 (3184808)|METHOD_EXIT|[1]|CellController
13:52:30.0 (3189640)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:52:30.0 (3192208)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:51
13:52:30.0 (3196940)|SYSTEM_MODE_ENTER|false
13:52:30.0 (3208162)|VARIABLE_SCOPE_BEGIN|[149]|objectName|String|false|false
13:52:30.0 (3246531)|VARIABLE_ASSIGNMENT|[149]|objectName|"Account"
13:52:30.0 (3251548)|VARIABLE_SCOPE_BEGIN|[149]|fields|String|false|false
13:52:30.0 (3259331)|VARIABLE_ASSIGNMENT|[149]|fields|"Name, AccountNumber, (31 more) ..."
13:52:30.0 (3278656)|HEAP_ALLOCATE|[150]|Bytes:5
13:52:30.0 (3284481)|STATEMENT_EXECUTE|[149]
13:52:30.0 (3287579)|STATEMENT_EXECUTE|[150]
13:52:30.0 (37934707)|HEAP_ALLOCATE|[155]|Bytes:1992
13:52:30.0 (37979510)|STATEMENT_EXECUTE|[155]
13:52:30.0 (37982826)|STATEMENT_EXECUTE|[161]
13:52:30.0 (37992453)|VARIABLE_SCOPE_BEGIN|[161]|recordList|List<SObject>|true|false
13:52:30.0 (38003929)|VARIABLE_ASSIGNMENT|[161]|recordList|null|
13:52:30.0 (38008251)|STATEMENT_EXECUTE|[165]
13:52:30.0 (38010096)|STATEMENT_EXECUTE|[167]
13:52:30.0 (43165820)|HEAP_ALLOCATE|[167]|Bytes:1992
13:52:30.0 (43890209)|HEAP_ALLOCATE|[167]|Bytes:4
13:52:30.0 (46330686)|HEAP_ALLOCATE|[167]|Bytes:428
13:52:30.0 (46343173)|VARIABLE_SCOPE_BEGIN|[167]|fieldMap|Map<String,Schema.SObjectField>|true|false
13:52:30.0 (46596312)|VARIABLE_ASSIGNMENT|[167]|fieldMap|"{accountnumber=AccountNumber, accountsource=AccountSource, activeliveagentuser__pc=ActiveLiveAgentUser__pc, annualrevenue=AnnualRevenue, billingaddress=BillingAddress, billingcity=BillingCity, billingcountry=BillingCountry, billinglatitude=BillingLatitude, billinglongitude=BillingLongitude, billingpostalcode=BillingPostalCode, ...}"|0x3c027996
13:52:30.0 (46608314)|HEAP_ALLOCATE|[168]|Bytes:1
13:52:30.0 (46666994)|HEAP_ALLOCATE|[168]|Bytes:47
13:52:30.0 (46679726)|HEAP_ALLOCATE|[168]|Bytes:1
13:52:30.0 (46713804)|HEAP_ALLOCATE|[168]|Bytes:4
13:52:30.0 (46717807)|HEAP_ALLOCATE|[168]|Bytes:13
13:52:30.0 (46719765)|HEAP_ALLOCATE|[168]|Bytes:8
13:52:30.0 (46721473)|HEAP_ALLOCATE|[168]|Bytes:5
13:52:30.0 (46723686)|HEAP_ALLOCATE|[168]|Bytes:13
13:52:30.0 (46727485)|HEAP_ALLOCATE|[168]|Bytes:24
13:52:30.0 (46807617)|HEAP_ALLOCATE|[168]|Bytes:5
13:52:30.0 (46830209)|VARIABLE_SCOPE_BEGIN|[168]|field|String|false|false
13:52:30.0 (46839209)|VARIABLE_ASSIGNMENT|[168]|field|"Name"
13:52:30.0 (46844602)|STATEMENT_EXECUTE|[168]
13:52:30.0 (46874643)|HEAP_ALLOCATE|[169]|Bytes:4
13:52:30.0 (46902065)|STATEMENT_EXECUTE|[169]
13:52:30.0 (46913246)|HEAP_ALLOCATE|[168]|Bytes:5
13:52:30.0 (46923743)|VARIABLE_SCOPE_BEGIN|[168]|field|String|false|false
13:52:30.0 (46931581)|VARIABLE_ASSIGNMENT|[168]|field|"AccountNumber"
13:52:30.0 (46935362)|STATEMENT_EXECUTE|[168]
13:52:30.0 (46947084)|HEAP_ALLOCATE|[169]|Bytes:13
13:52:30.0 (46964463)|STATEMENT_EXECUTE|[169]
