36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:55:46.0 (474913)|EXECUTION_STARTED
13:55:46.0 (510829)|CODE_UNIT_STARTED|[EXTERNAL]|aura
13:55:46.0 (1042179)|HEAP_ALLOCATE|[72]|Bytes:3
13:55:46.0 (1113306)|HEAP_ALLOCATE|[77]|Bytes:152
13:55:46.0 (1136375)|HEAP_ALLOCATE|[342]|Bytes:408
13:55:46.0 (1157725)|HEAP_ALLOCATE|[355]|Bytes:408
13:55:46.0 (1177263)|HEAP_ALLOCATE|[467]|Bytes:48
13:55:46.0 (1219948)|HEAP_ALLOCATE|[139]|Bytes:6
13:55:46.0 (1253782)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:234
13:55:46.0 (1271654)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:234
13:55:46.0 (2680792)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000053CeT|CellController.forceUpdate
13:55:46.0 (2892838)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
13:55:46.0 (2899755)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
13:55:46.0 (2917985)|METHOD_ENTRY|[1]|01p360000053CeT|CellController.CellController()
13:55:46.0 (2928279)|STATEMENT_EXECUTE|[1]
13:55:46.0 (2938482)|STATEMENT_EXECUTE|[1]
13:55:46.0 (2981726)|HEAP_ALLOCATE|[50]|Bytes:5
13:55:46.0 (3011775)|HEAP_ALLOCATE|[56]|Bytes:5
13:55:46.0 (3022699)|HEAP_ALLOCATE|[64]|Bytes:7
13:55:46.0 (3054022)|SYSTEM_MODE_ENTER|false
13:55:46.0 (3078304)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
13:55:46.0 (3083941)|STATEMENT_EXECUTE|[2]
13:55:46.0 (3085903)|STATEMENT_EXECUTE|[69]
13:55:46.0 (3092646)|SYSTEM_MODE_EXIT|false
13:55:46.0 (3105369)|METHOD_EXIT|[1]|CellController
13:55:46.0 (3110751)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:234
13:55:46.0 (3118924)|SYSTEM_MODE_ENTER|false
13:55:46.0 (3132367)|VARIABLE_SCOPE_BEGIN|[18]|recordList|String|false|false
13:55:46.0 (3164990)|VARIABLE_ASSIGNMENT|[18]|recordList|"[{\"Name\":\"Coca Cola  (214 more) ..."
13:55:46.0 (3180058)|HEAP_ALLOCATE|[19]|Bytes:5
13:55:46.0 (3184604)|STATEMENT_EXECUTE|[18]
13:55:46.0 (3186540)|STATEMENT_EXECUTE|[19]
13:55:46.0 (3206066)|METHOD_ENTRY|[19]|01p360000053CeT|CellController.convertJSONToListOfSObject(String)
13:55:46.0 (3240240)|VARIABLE_SCOPE_BEGIN|[23]|json|String|false|false
13:55:46.0 (3250036)|VARIABLE_ASSIGNMENT|[23]|json|"[{\"Name\":\"Coca Cola  (214 more) ..."
13:55:46.0 (3257926)|HEAP_ALLOCATE|[24]|Bytes:5
13:55:46.0 (3262390)|STATEMENT_EXECUTE|[23]
13:55:46.0 (3264160)|STATEMENT_EXECUTE|[24]
13:55:46.0 (3333519)|HEAP_ALLOCATE|[24]|Bytes:18
13:55:46.0 (3349822)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
13:55:46.0 (3353944)|STATEMENT_EXECUTE|[1]
13:55:46.0 (3365863)|SYSTEM_METHOD_EXIT|[1]|JSON
13:55:46.0 (3381170)|METHOD_ENTRY|[24]||System.JSON.deserializeUntyped(String)
13:55:46.0 (4020743)|HEAP_ALLOCATE|[11]|Bytes:12
13:55:46.0 (4333295)|METHOD_EXIT|[24]||System.JSON.deserializeUntyped(String)
13:55:46.0 (4344740)|VARIABLE_SCOPE_BEGIN|[24]|values|List<ANY>|true|false
13:55:46.0 (4380011)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:55:46.0 (4411703)|VARIABLE_ASSIGNMENT|[24]|values|{"s":1,"v":[{"s":2,"v":"Map of size 9 too large to display"}]}|0x7e2ed00
13:55:46.0 (4417388)|STATEMENT_EXECUTE|[26]
13:55:46.0 (4425053)|HEAP_ALLOCATE|[26]|Bytes:4
13:55:46.0 (4469113)|VARIABLE_SCOPE_BEGIN|[26]|newSObjectsList|List<SObject>|true|false
13:55:46.0 (4479766)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:55:46.0 (4491987)|VARIABLE_ASSIGNMENT|[26]|newSObjectsList|{"s":1,"v":[]}|0x5c3bd209
13:55:46.0 (4605424)|HEAP_ALLOCATE|[27]|Bytes:5
13:55:46.0 (4629202)|HEAP_ALLOCATE|[27]|Bytes:40
13:55:46.0 (4640564)|VARIABLE_SCOPE_BEGIN|[27]|v|Object|false|false
13:55:46.0 (4659644)|VARIABLE_ASSIGNMENT|[27]|v|{"s":1,"v":"Map of size 9 too large to display"}
13:55:46.0 (4665513)|STATEMENT_EXECUTE|[27]
13:55:46.0 (4667349)|STATEMENT_EXECUTE|[28]
