36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:53:59.0 (458101)|EXECUTION_STARTED
13:53:59.0 (493213)|CODE_UNIT_STARTED|[EXTERNAL]|aura
13:53:59.0 (938126)|HEAP_ALLOCATE|[72]|Bytes:3
13:53:59.0 (1003190)|HEAP_ALLOCATE|[77]|Bytes:152
13:53:59.0 (1026251)|HEAP_ALLOCATE|[342]|Bytes:408
13:53:59.0 (1047403)|HEAP_ALLOCATE|[355]|Bytes:408
13:53:59.0 (1067852)|HEAP_ALLOCATE|[467]|Bytes:48
13:53:59.0 (1108455)|HEAP_ALLOCATE|[139]|Bytes:6
13:53:59.0 (1144403)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:53:59.0 (1160141)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:53:59.0 (1224313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:86
13:53:59.0 (1233644)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:86
13:53:59.0 (2953406)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000053CeT|CellController.forceLoadData
13:53:59.0 (3107290)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
13:53:59.0 (3114187)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
13:53:59.0 (3134246)|METHOD_ENTRY|[1]|01p360000053CeT|CellController.CellController()
13:53:59.0 (3145128)|STATEMENT_EXECUTE|[1]
13:53:59.0 (3156142)|STATEMENT_EXECUTE|[1]
13:53:59.0 (3197833)|HEAP_ALLOCATE|[50]|Bytes:5
13:53:59.0 (3225696)|HEAP_ALLOCATE|[56]|Bytes:5
13:53:59.0 (3234419)|HEAP_ALLOCATE|[64]|Bytes:7
13:53:59.0 (3265904)|SYSTEM_MODE_ENTER|false
13:53:59.0 (3289737)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
